architecture_family,architecture_model,source_inventory_group,sweep_id,run_id,run_status,generation,warm_start_index,generation_wallclock_utc,generation_elapsed_minutes,popsize,n_valid_this_gen,total_generated_this_gen,eval_counter,eval_id_start,eval_id_end,gen_best_loss,best_loss_so_far,generations_without_improvement,sigma,source_log_path
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,3,0,2026-05-26T23:46:58Z,464.383333333,8,8,48,32,24,31,6.15073757962,6.15073757962,0,0.089601976146,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,4,0,2026-05-27T02:16:19Z,613.733333333,8,8,32,40,32,39,6.07854666667,6.07854666667,0,0.0826976221553,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,5,0,2026-05-27T04:43:50Z,761.25,8,8,48,48,40,47,6.06258152174,6.06258152174,0,0.0722944010332,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,6,0,2026-05-27T07:06:18Z,903.716666667,8,8,32,56,48,55,6.13003478261,6.06258152174,1,0.0647689492042,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,7,0,2026-05-27T09:25:57Z,1043.36666667,8,8,32,64,56,63,6.11313139535,6.06258152174,2,0.0702129952943,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,0,1,2026-05-27T11:57:03Z,1194.46666667,8,8,80,72,64,71,6.21984893617,6.21984893617,0,0.126014093148,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,1,1,2026-05-27T14:29:44Z,1347.15,8,8,64,80,72,79,6.18297313433,6.18297313433,0,0.108672952513,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,2,1,2026-05-27T17:05:49Z,1503.23333333,8,8,64,88,80,87,6.1384,6.1384,0,0.10599183168,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,3,1,2026-05-27T19:39:01Z,1656.43333333,8,8,48,96,88,95,6.20298088235,6.1384,1,0.101428202229,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,4,1,2026-05-27T22:14:21Z,1811.76666667,8,8,80,104,96,103,6.18295076923,6.1384,2,0.0824875636688,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,5,1,2026-05-28T00:46:06Z,1963.51666667,8,8,48,112,104,111,6.1749255814,6.1384,3,0.068295707435,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,6,1,2026-05-28T03:13:56Z,2111.35,8,8,48,120,112,119,6.16837078652,6.1384,4,0.062245266966,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,7,1,2026-05-28T05:39:07Z,2256.53333333,8,8,48,128,120,127,6.10565872093,6.10565872093,0,0.0616676254222,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,8,1,2026-05-28T08:01:13Z,2398.63333333,8,8,64,136,128,135,6.11405777778,6.10565872093,1,0.0708327143562,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
M2RNN,m2rnn,primary_or_failed_v2,ctx2k_m2rnn_home_xma,ctx2k_m2rnn_home_xma,complete_usable,9,1,2026-05-28T10:26:26Z,2543.85,8,8,32,144,136,143,6.1527882716,6.10565872093,2,0.0787737842437,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/m2rnn_home_xma/m2rnn_20260526_132728/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,0,0,2026-05-27T21:14:09Z,0,8,8,48,8,0,7,6.17041208054,6.17041208054,0,0.130904594239,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,1,0,2026-05-27T23:38:48Z,144.65,8,8,32,16,8,15,6.25017246377,6.17041208054,1,0.132103876956,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,2,0,2026-05-28T01:57:31Z,283.366666667,8,8,48,24,16,23,6.13163061224,6.13163061224,0,0.128820845296,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,3,0,2026-05-28T04:15:32Z,421.383333333,8,8,32,32,24,31,6.10256309524,6.10256309524,0,0.129342433681,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,4,0,2026-05-28T06:33:12Z,559.05,8,8,48,40,32,39,6.11896774194,6.10256309524,1,0.130039097094,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,5,0,2026-05-28T08:49:16Z,695.116666667,8,8,32,48,40,47,6.11696815287,6.10256309524,2,0.125803744319,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,6,0,2026-05-28T11:03:01Z,828.866666667,8,8,32,56,48,55,6.09613493976,6.09613493976,3,0.120534876335,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,7,0,2026-05-28T13:16:08Z,961.983333333,8,8,48,64,56,63,6.0560257485,6.0560257485,0,0.114672869495,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,8,0,2026-05-28T15:27:22Z,1093.21666667,8,8,48,72,64,71,6.071539375,6.0560257485,1,0.0992572378727,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,9,0,2026-05-28T17:41:58Z,1227.81666667,8,8,32,80,72,79,6.08704935897,6.0560257485,2,0.0847282615297,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,0,1,2026-05-28T20:04:00Z,1369.85,8,8,48,88,80,87,6.24481153846,6.24481153846,0,0.11958999605,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,1,1,2026-05-28T22:31:35Z,1517.43333333,8,8,32,96,88,95,6.22372222222,6.22372222222,0,0.119237087319,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,2,1,2026-05-29T00:50:41Z,1656.53333333,8,8,32,104,96,103,6.22195034965,6.22195034965,1,0.127975200844,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,3,1,2026-05-29T03:07:42Z,1793.55,8,8,32,112,104,111,6.15755135135,6.15755135135,0,0.12278859013,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,4,1,2026-05-29T05:21:43Z,1927.56666667,8,8,48,120,112,119,6.17201608392,6.15755135135,1,0.120710013665,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,5,1,2026-05-29T07:39:42Z,2065.55,8,8,32,128,120,127,6.1930528169,6.15755135135,2,0.123673448125,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,6,1,2026-05-29T09:53:38Z,2199.48333333,8,8,48,136,128,135,6.20372697368,6.15755135135,3,0.139294508213,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,7,1,2026-05-29T12:04:47Z,2330.63333333,8,8,32,144,136,143,6.09837701863,6.09837701863,0,0.158539884272,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Mamba2,mamba2,primary_or_failed_v2,ctx2k_mamba2,ctx2k_mamba2,partial_no_results_json,8,1,2026-05-29T14:22:12Z,2468.05,8,8,32,152,144,151,6.18393636364,6.09837701863,1,0.159126562714,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/mamba2/mamba2_20260527_183522/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,0,0,2026-05-26T05:33:29Z,0,8,8,32,8,0,7,5.93574577114,5.93574577114,0,0.127060090424,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,1,0,2026-05-26T07:51:22Z,137.883333333,8,8,32,16,8,15,5.94353068182,5.93574577114,1,0.117788649672,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,2,0,2026-05-26T10:09:04Z,275.583333333,8,8,32,24,16,23,5.92272105263,5.92272105263,0,0.114129328006,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,3,0,2026-05-26T12:22:15Z,408.766666667,8,8,32,32,24,31,5.99813362445,5.92272105263,1,0.122899542029,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,4,0,2026-05-26T14:31:23Z,537.9,8,8,32,40,32,39,5.91011811224,5.91011811224,0,0.111541358059,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,5,0,2026-05-26T16:39:38Z,666.15,8,8,32,48,40,47,5.97540605263,5.91011811224,1,0.10262471996,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,6,0,2026-05-26T18:47:24Z,793.916666667,8,8,32,56,48,55,5.99726568365,5.91011811224,2,0.0959959619638,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,7,0,2026-05-26T20:55:59Z,922.5,8,8,32,64,56,63,5.98324168798,5.91011811224,3,0.0894586675338,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,0,1,2026-05-26T23:06:15Z,1052.76666667,8,8,64,72,64,71,6.19813896104,6.19813896104,0,0.129926214823,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,1,1,2026-05-27T01:20:05Z,1186.6,8,8,32,80,72,79,6.09303529412,6.09303529412,0,0.127693536411,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,2,1,2026-05-27T03:35:16Z,1321.78333333,8,8,48,88,80,87,6.10273333333,6.09303529412,1,0.125015443506,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,3,1,2026-05-27T05:48:18Z,1454.81666667,8,8,32,96,88,95,6.03589382022,6.03589382022,0,0.112711695031,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,4,1,2026-05-27T08:00:59Z,1587.5,8,8,32,104,96,103,6.08369428571,6.03589382022,1,0.107847155824,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,5,1,2026-05-27T10:17:14Z,1723.75,8,8,32,112,104,111,5.98945157895,5.98945157895,0,0.0973933375859,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,6,1,2026-05-27T12:32:21Z,1858.86666667,8,8,32,120,112,119,5.98195347594,5.98195347594,1,0.0906192174343,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,7,1,2026-05-27T14:46:39Z,1993.16666667,8,8,48,128,120,127,5.96050421053,5.96050421053,0,0.0884519112105,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,8,1,2026-05-27T17:00:49Z,2127.33333333,8,8,16,136,128,135,5.96901231156,5.96050421053,1,0.0824559365783,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,9,1,2026-05-27T19:11:21Z,2257.86666667,8,8,32,144,136,143,5.90459215686,5.90459215686,0,0.0808056298836,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,10,1,2026-05-27T21:22:40Z,2389.18333333,8,8,32,152,144,151,5.9128581864,5.90459215686,1,0.0736735634387,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
Transformer,transformer,primary_or_failed_v2,ctx2k_transformer,ctx2k_transformer,complete_usable,11,1,2026-05-27T23:32:56Z,2519.45,8,8,32,160,152,159,5.92727747989,5.90459215686,2,0.0733377332471,/home/erikg/elman/benchmark_results/cmaes_1270M_ctx2k_baselines_warm512_20260526/transformer/transformer_20260526_031319/generations.jsonl
