model,panel,level,step,tokens,params,sf_y_swap,score_mode,category,n,correct,accuracy
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_formal_fallacies,151,62,0.410596
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,32,0.213333
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,25,0.167785
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,50,0.342466
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,25,0.166667
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,18,0.132353
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,43,0.286667
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,bbh_web_of_lies,143,71,0.496503
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,folio,150,54,0.360000
gdn2,reasoning,gdn2-mlp,50000,409600000,1286713448,1,full-sequence,reclor,145,32,0.220690
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,__overall__,300,97,0.323333
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,arc_challenge,50,10,0.200000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,arc_easy,50,22,0.440000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,boolq,50,25,0.500000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,hellaswag,50,11,0.220000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,openbookqa,50,9,0.180000
gdn2,knowledge,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,sciq,50,20,0.400000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,__overall__,2048,637,0.311035
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_boolean_expressions,145,74,0.510345
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_causal_judgement,146,74,0.506849
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_date_understanding,145,29,0.200000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,46,0.323944
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_formal_fallacies,151,79,0.523179
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,26,0.173333
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,26,0.174497
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,50,0.342466
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,28,0.186667
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,16,0.117647
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,46,0.306667
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,bbh_web_of_lies,143,63,0.440559
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,folio,150,54,0.360000
gdn2,reasoning,gdn2-mlp,75000,614400000,1286713448,1,full-sequence,reclor,145,26,0.179310
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,__overall__,300,92,0.306667
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,arc_challenge,50,11,0.220000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,arc_easy,50,19,0.380000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,boolq,50,19,0.380000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,hellaswag,50,15,0.300000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,openbookqa,50,10,0.200000
gdn2,knowledge,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,sciq,50,18,0.360000
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,__overall__,2048,630,0.307617
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_boolean_expressions,145,61,0.420690
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_causal_judgement,146,75,0.513699
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_date_understanding,145,27,0.186207
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,49,0.345070
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_formal_fallacies,151,71,0.470199
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,32,0.213333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,21,0.140940
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,48,0.328767
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,25,0.166667
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,17,0.125000
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,50,0.333333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,bbh_web_of_lies,143,69,0.482517
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,folio,150,53,0.353333
gdn2,reasoning,gdn2-mlp,100000,819200000,1286713448,1,full-sequence,reclor,145,32,0.220690
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,__overall__,300,109,0.363333
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,arc_challenge,50,13,0.260000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,arc_easy,50,23,0.460000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,boolq,50,28,0.560000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,hellaswag,50,13,0.260000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,openbookqa,50,10,0.200000
gdn2,knowledge,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,sciq,50,22,0.440000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,__overall__,2048,644,0.314453
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_boolean_expressions,145,79,0.544828
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_causal_judgement,146,74,0.506849
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_date_understanding,145,32,0.220690
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,44,0.309859
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_formal_fallacies,151,63,0.417219
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,35,0.233333
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,25,0.167785
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,46,0.315068
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,28,0.186667
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,15,0.110294
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,44,0.293333
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,bbh_web_of_lies,143,76,0.531469
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,folio,150,54,0.360000
gdn2,reasoning,gdn2-mlp,125000,1024000000,1286713448,1,full-sequence,reclor,145,29,0.200000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,__overall__,300,97,0.323333
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,arc_challenge,50,10,0.200000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,arc_easy,50,23,0.460000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,boolq,50,22,0.440000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,hellaswag,50,11,0.220000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,openbookqa,50,9,0.180000
emender,knowledge,E97,129000,1056768000,1286589072,1,full-sequence,sciq,50,22,0.440000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,__overall__,2048,663,0.323730
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_boolean_expressions,145,86,0.593103
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_causal_judgement,146,69,0.472603
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_date_understanding,145,29,0.200000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_disambiguation_qa,142,41,0.288732
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_formal_fallacies,151,89,0.589404
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_logical_deduction_five_objects,150,30,0.200000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_logical_deduction_seven_objects,149,20,0.134228
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_logical_deduction_three_objects,146,46,0.315068
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,33,0.220000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,14,0.102941
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,45,0.300000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,bbh_web_of_lies,143,76,0.531469
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,folio,150,54,0.360000
emender,reasoning,E97,129000,1056768000,1286589072,1,full-sequence,reclor,145,31,0.213793
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,__overall__,300,90,0.300000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,arc_challenge,50,13,0.260000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,arc_easy,50,20,0.400000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,boolq,50,19,0.380000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,hellaswag,50,11,0.220000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,openbookqa,50,10,0.200000
emender,knowledge,E97,150500,1232896000,1286589072,1,full-sequence,sciq,50,17,0.340000
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,__overall__,2048,677,0.330566
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_boolean_expressions,145,83,0.572414
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_causal_judgement,146,67,0.458904
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_date_understanding,145,29,0.200000
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_disambiguation_qa,142,49,0.345070
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_formal_fallacies,151,87,0.576159
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_logical_deduction_five_objects,150,27,0.180000
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_logical_deduction_seven_objects,149,27,0.181208
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_logical_deduction_three_objects,146,44,0.301370
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,31,0.206667
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,18,0.132353
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,47,0.313333
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,bbh_web_of_lies,143,85,0.594406
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,folio,150,54,0.360000
emender,reasoning,E97,150500,1232896000,1286589072,1,full-sequence,reclor,145,29,0.200000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,__overall__,300,101,0.336667
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,arc_challenge,50,10,0.200000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,arc_easy,50,21,0.420000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,boolq,50,27,0.540000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,hellaswag,50,13,0.260000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,openbookqa,50,11,0.220000
gdn2,knowledge,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,sciq,50,19,0.380000
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,__overall__,2048,670,0.327148
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_boolean_expressions,145,84,0.579310
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_causal_judgement,146,75,0.513699
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_date_understanding,145,35,0.241379
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_disambiguation_qa,142,44,0.309859
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_formal_fallacies,151,80,0.529801
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_logical_deduction_five_objects,150,33,0.220000
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_logical_deduction_seven_objects,149,25,0.167785
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_logical_deduction_three_objects,146,48,0.328767
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_five_objects,150,32,0.213333
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_seven_objects,136,13,0.095588
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_tracking_shuffled_objects_three_objects,150,44,0.293333
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,bbh_web_of_lies,143,71,0.496503
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,folio,150,55,0.366667
gdn2,reasoning,gdn2-mlp,150000,1228800000,1286713448,1,full-sequence,reclor,145,31,0.213793
